"","country","long","lat","program","year","investment","invLog"
"60414","Panama",80.41,8.6,"OUSAID","1970",11800000,7.07188200730613
"60415","Panama",80.41,8.6,"PC","1970",7e+05,5.84509804001426
"60418","Panama",80.41,8.6,"T2","1970",1e+06,6
"60441","Paraguay",58.39,-23.24,"OUSAID","1970",7100000,6.85125834871908
"60442","Paraguay",58.39,-23.24,"PC","1970",5e+05,5.69897000433602
"60444","Paraguay",58.39,-23.24,"T2","1970",5e+05,5.69897000433602
"60458","Peru",75.11,-9.21,"OUSAID","1970",11300000,7.05307844348342
"60460","Peru",75.11,-9.21,"PC","1970",1400000,6.14612803567824
"60463","Peru",75.11,-9.21,"T2","1970",4200000,6.6232492903979
"60477","Philippines",-122.71,12.02,"OUSAID","1970",9e+06,6.95424250943933
"60479","Philippines",-122.71,12.02,"PC","1970",2500000,6.39794000867204
"60481","Philippines",-122.71,12.02,"T1","1970",10300000,7.01283722470517
"60482","Philippines",-122.71,12.02,"T2","1970",3300000,6.51851393987789
"60495","Poland",-19.38,52.15,"T2","1970",2700000,6.43136376415899
"60518","Romania",-25.01,45.84,"T2","1970",2100000,6.32221929473392
"60548","Rwanda",-29.92,-2,"OUSAID","1970",1000,3
"60551","Rwanda",-29.92,-2,"T2","1970",6e+05,5.77815125038364
"60555","Samoa",-172.89,-13.49,"PC","1970",5e+05,5.69897000433602
"60588","Senegal",14.6,14.9,"OUSAID","1970",2e+05,5.30102999566398
"60589","Senegal",14.6,14.9,"PC","1970",6e+05,5.77815125038364
"60592","Senegal",14.6,14.9,"T2","1970",3400000,6.53147891704226
"60623","Seychelles",-54.56,-5.42,"T2","1970",1000,3
"60635","Sierra_Leone",11.84,8.52,"OUSAID","1970",1e+05,5
"60636","Sierra_Leone",11.84,8.52,"PC","1970",1700000,6.23044892137827
"60639","Sierra_Leone",11.84,8.52,"T2","1970",6e+05,5.77815125038364
"60643","Singapore",-103.82,1.32,"T2","1970",2e+05,5.30102999566398
"60670","Somalia",-47.17,9.46,"OUSAID","1970",2200000,6.34242268082221
"60671","Somalia",-47.17,9.46,"PC","1970",3e+05,5.47712125471966
"60674","Somalia",-47.17,9.46,"T2","1970",5e+05,5.69897000433602
"60720","Sri_Lanka",-80.68,7.79,"PC","1970",3e+05,5.47712125471966
"60723","Sri_Lanka",-80.68,7.79,"T2","1970",3900000,6.5910646070265
"60737","Sub_Saharan_Africa_not_specified",-16.09,8.55,"ESFSS","1970",6e+05,5.77815125038364
"60746","Sub_Saharan_Africa_not_specified",-16.09,8.55,"OUSAID","1970",22900000,7.35983548233989
"60748","Sub_Saharan_Africa_not_specified",-16.09,8.55,"PC","1970",1300000,6.11394335230684
"60749","Sub_Saharan_Africa_not_specified",-16.09,8.55,"T2","1970",301000,5.47856649559384
"60766","Sudan",-30.22,16.24,"T2","1970",1000,3
"60776","Suriname",55.89,4.22,"T2","1970",1000,3
"60787","Swaziland",-31.5,-26.57,"OUSAID","1970",1000,3
"60788","Swaziland",-31.5,-26.57,"PC","1970",3e+05,5.47712125471966
"60790","Swaziland",-31.5,-26.57,"T2","1970",3e+05,5.47712125471966
"60805","Syria",-38.47,35.03,"T2","1970",1e+05,5
"60834","Tanzania",-34.85,-6.31,"OUSAID","1970",3e+06,6.47712125471966
"60836","Tanzania",-34.85,-6.31,"PC","1970",1000,3
"60839","Tanzania",-34.85,-6.31,"T2","1970",1800000,6.25527250510331
"60843","Thailand",-101.1,15.23,"ESFSS","1970",18900000,7.27646180417324
"60852","Thailand",-101.1,15.23,"OUSAID","1970",7600000,6.88081359228079
"60854","Thailand",-101.1,15.23,"PC","1970",1300000,6.11394335230684
"60856","Thailand",-101.1,15.23,"T2","1970",1200000,6.07918124604763
"60879","Togo",-0.98,8.51,"OUSAID","1970",1e+05,5
"60880","Togo",-0.98,8.51,"PC","1970",6e+05,5.77815125038364
"60883","Togo",-0.98,8.51,"T2","1970",3e+05,5.47712125471966
"60906","Tunisia",-9.75,34.36,"OUSAID","1970",14700000,7.16731733474818
"60907","Tunisia",-9.75,34.36,"PC","1970",6e+05,5.77815125038364
"60909","Tunisia",-9.75,34.36,"T1","1970",1.5e+07,7.17609125905568
"60910","Tunisia",-9.75,34.36,"T2","1970",13400000,7.12710479836481
"60921","Turkey",-34.93,39.05,"OUSAID","1970",43300000,7.63648789635337
"60923","Turkey",-34.93,39.05,"PC","1970",1e+06,6
"60924","Turkey",-34.93,39.05,"T1","1970",33700000,7.52762990087134
"60925","Turkey",-34.93,39.05,"T2","1970",12200000,7.08635983067475
"60952","Uganda",-32.39,1.28,"OUSAID","1970",2500000,6.39794000867204
"60953","Uganda",-32.39,1.28,"PC","1970",5e+05,5.69897000433602
"60956","Uganda",-32.39,1.28,"T2","1970",2e+05,5.30102999566398
"60996","Uruguay",56.01,-32.86,"OUSAID","1970",16900000,7.22788670461367
"60998","Uruguay",56.01,-32.86,"PC","1970",1e+05,5
"61000","Uruguay",56.01,-32.86,"T1","1970",2e+06,6.30102999566398
"61001","Uruguay",56.01,-32.86,"T2","1970",4e+05,5.60205999132796
"61029","Venezuela",66.15,7.67,"OUSAID","1970",1100000,6.04139268515823
"61030","Venezuela",66.15,7.67,"PC","1970",1600000,6.20411998265593
"61035","Vietnam",-106.99,16.8,"ESFSS","1970",3.61e+08,8.55750720190566
"61044","Vietnam",-106.99,16.8,"OUSAID","1970",4900000,6.69019608002851
"61047","Vietnam",-106.99,16.8,"T1","1970",75600000,7.87852179550121
"61048","Vietnam",-106.99,16.8,"T2","1970",35200000,7.54654266347813
"61072","Western_Europe_not_specified",1.98,43.32,"IP","1970",2800000,6.44715803134222
"61083","World_not_specified",40,30,"ESFSS","1970",38400000,7.58433122436753
"61087","World_not_specified",40,30,"MRA","1970",10700000,7.02938377768521
"61093","World_not_specified",40,30,"OUSAID","1970",299300000,8.47610671684019
"61095","World_not_specified",40,30,"PC","1970",26300000,7.41995574848976
"61098","World_not_specified",40,30,"T2","1970",5e+07,7.69897000433602
"61100","World_not_specified",40,30,"VCMO","1970",4.8e+08,8.68124123737559
"61115","Yemen",-47.91,15.34,"T2","1970",301000,5.47856649559384
"61129","Zambia",-28,-14.2,"OUSAID","1970",1000,3
"61133","Zambia",-28,-14.2,"T2","1970",2e+05,5.30102999566398
"61151","Afghanistan",-66.03,33.83,"CSH","1971",0,-Inf
"61152","Afghanistan",-66.03,33.83,"DDS","1971",0,-Inf
"61163","Afghanistan",-66.03,33.83,"OUSAID","1971",8800000,6.94448267215017
"61165","Afghanistan",-66.03,33.83,"PC","1971",1100000,6.04139268515823
"61167","Afghanistan",-66.03,33.83,"T1","1971",3e+06,6.47712125471966
"61168","Afghanistan",-66.03,33.83,"T2","1971",8e+05,5.90308998699194
"61195","Algeria",-2.65,28.21,"PC","1971",1000,3
"61223","Argentina",65.16,-35.63,"OUSAID","1971",5e+05,5.69897000433602
"61246","Asia_not_specified",-106.46,36.42,"ESFSS","1971",2e+05,5.30102999566398
"61249","Asia_not_specified",-106.46,36.42,"IP","1971",3400000,6.53147891704226
"61255","Asia_not_specified",-106.46,36.42,"OUSAID","1971",1.3e+07,7.11394335230684
"61257","Asia_not_specified",-106.46,36.42,"PC","1971",1e+05,5
"61259","Asia_not_specified",-106.46,36.42,"T2","1971",1e+05,5
"61324","Barbados",59.55,13.18,"T2","1971",6e+05,5.77815125038364
"61352","Belize",-88.63,17.33,"PC","1971",2e+05,5.30102999566398
"61353","Belize",-88.63,17.33,"T2","1971",1e+05,5
"61366","Benin",2.34,-9.62,"OUSAID","1971",1e+05,5
"61367","Benin",2.34,-9.62,"PC","1971",4e+05,5.60205999132796
"61369","Benin",2.34,-9.62,"T2","1971",1000,3
"61384","Bolivia",64.67,-16.71,"OUSAID","1971",3700000,6.56820172406699
"61386","Bolivia",64.67,-16.71,"PC","1971",1100000,6.04139268515823
"61388","Bolivia",64.67,-16.71,"T1","1971",5100000,6.70757017609794
"61389","Bolivia",64.67,-16.71,"T2","1971",1800000,6.25527250510331
"61416","Botswana",-23.81,-22.19,"OUSAID","1971",1e+05,5
"61417","Botswana",-23.81,-22.19,"PC","1971",4e+05,5.60205999132796
"61419","Botswana",-23.81,-22.19,"T2","1971",2500000,6.39794000867204
"61432","Brazil",52.97,-10.81,"OUSAID","1971",79400000,7.8998205024271
"61434","Brazil",52.97,-10.81,"PC","1971",3100000,6.49136169383427
"61436","Brazil",52.97,-10.81,"T1","1971",23300000,7.36735592102602
"61437","Brazil",52.97,-10.81,"T2","1971",11800000,7.07188200730613
"61464","Burkina_Faso",1.75,12.28,"OUSAID","1971",1e+05,5
"61465","Burkina_Faso",1.75,12.28,"PC","1971",4e+05,5.60205999132796
"61467","Burkina_Faso",1.75,12.28,"T2","1971",4500000,6.65321251377534
"61480","Burma_Myanmar_",-96.11,21.41,"T2","1971",1100000,6.04139268515823
"61491","Burundi",-29.89,-3.37,"OUSAID","1971",2e+05,5.30102999566398
"61495","Burundi",-29.89,-3.37,"T2","1971",301000,5.47856649559384
"61499","Cambodia",-104.81,12.57,"ESFSS","1971",7e+07,7.84509804001426
"61511","Cambodia",-104.81,12.57,"T1","1971",6800000,6.83250891270624
"61512","Cambodia",-104.81,12.57,"T2","1971",1000,3
"61524","Cameroon",-12.72,5.68,"OUSAID","1971",1e+05,5
"61525","Cameroon",-12.72,5.68,"PC","1971",5e+05,5.69897000433602
"61528","Cameroon",-12.72,5.68,"T2","1971",6e+05,5.77815125038364
"61553","Caribbean_not_specified",76.64,20.38,"OUSAID","1971",1000,3
"61555","Caribbean_not_specified",76.64,20.38,"PC","1971",1e+06,6
"61557","Caribbean_not_specified",76.64,20.38,"T2","1971",4e+05,5.60205999132796
"61564","Central_African_Republic",-20.49,6.57,"OUSAID","1971",1e+05,5
"61568","Central_African_Republic",-20.49,6.57,"T2","1971",2e+05,5.30102999566398
"61582","Central_America_not_specified",-92.26,14.89,"OUSAID","1971",3500000,6.54406804435028
"61593","Chad",-18.94,15.94,"OUSAID","1971",1e+05,5
"61594","Chad",-18.94,15.94,"PC","1971",4e+05,5.60205999132796
"61596","Chad",-18.94,15.94,"T2","1971",1e+05,5
"61606","Chile",72.44,-39.12,"OUSAID","1971",1500000,6.17609125905568
"61608","Chile",72.44,-39.12,"PC","1971",8e+05,5.90308998699194
"61611","Chile",72.44,-39.12,"T2","1971",6300000,6.79934054945358
"61616","China_Hong_Kong",-114.19,22.34,"T2","1971",2e+05,5.30102999566398
"61642","China_Taiwan",-120.9,23.69,"T2","1971",19200000,7.28330122870355
"61656","Colombia",73.28,4,"OUSAID","1971",8.4e+07,7.92427928606188
"61658","Colombia",73.28,4,"PC","1971",1600000,6.20411998265593
"61660","Colombia",73.28,4,"T1","1971",2800000,6.44715803134222
"61661","Colombia",73.28,4,"T2","1971",9300000,6.96848294855393
"61683","Congo_Brazzaville",-15.29,-4.27,"T2","1971",2300000,6.36172783601759
"61696","Congo_Kinshasa",-15.32,-4.31,"OUSAID","1971",13400000,7.12710479836481
"61697","Congo_Kinshasa",-15.32,-4.31,"PC","1971",6e+05,5.77815125038364
"61700","Congo_Kinshasa",-15.32,-4.31,"T2","1971",1400000,6.14612803567824
"61710","Costa_Rica",83.88,10,"OUSAID","1971",6400000,6.80617997398389
"61711","Costa_Rica",83.88,10,"PC","1971",7e+05,5.84509804001426
"61714","Costa_Rica",83.88,10,"T2","1971",8e+05,5.90308998699194
"61727","Cote_d_Ivoire",5.55,7.6,"OUSAID","1971",1000,3
"61728","Cote_d_Ivoire",5.55,7.6,"PC","1971",8e+05,5.90308998699194
"61731","Cote_d_Ivoire",5.55,7.6,"T2","1971",1300000,6.11394335230684
"61759","Cyprus",-33.29,35.05,"T2","1971",1200000,6.07918124604763
"61802","Dominican_Republic",70.34,19.05,"OUSAID","1971",13500000,7.13033376849501
"61803","Dominican_Republic",70.34,19.05,"PC","1971",5e+05,5.69897000433602
"61805","Dominican_Republic",70.34,19.05,"T1","1971",5700000,6.75587485567249
"61806","Dominican_Republic",70.34,19.05,"T2","1971",7100000,6.85125834871908
"61814","East_Africa_not_specified",-37.47,12.6,"OUSAID","1971",1400000,6.14612803567824
"61843","Ecuador",78.87,-1.42,"OUSAID","1971",15300000,7.1846914308176
"61845","Ecuador",78.87,-1.42,"PC","1971",8e+05,5.90308998699194
"61847","Ecuador",78.87,-1.42,"T1","1971",4800000,6.68124123737559
"61848","Ecuador",78.87,-1.42,"T2","1971",1800000,6.25527250510331
"61877","El_Salvador",88.87,13.67,"OUSAID","1971",2500000,6.39794000867204
"61878","El_Salvador",88.87,13.67,"PC","1971",5e+05,5.69897000433602
"61881","El_Salvador",88.87,13.67,"T2","1971",1700000,6.23044892137827
"61929","Ethiopia",-39.63,8.62,"OUSAID","1971",20400000,7.3096301674259
"61930","Ethiopia",-39.63,8.62,"PC","1971",2100000,6.32221929473392
"61933","Ethiopia",-39.63,8.62,"T2","1971",9e+05,5.95424250943933
"61979","Gabon",-11.74,-0.63,"OUSAID","1971",1000,3
"61991","Gambia_The",15.49,13.44,"OUSAID","1971",1000,3
"61992","Gambia_The",15.49,13.44,"PC","1971",3e+05,5.47712125471966
"61995","Gambia_The",15.49,13.44,"T2","1971",1e+06,6
"62034","Ghana",1.2,7.92,"OUSAID","1971",18500000,7.26717172840301
"62036","Ghana",1.2,7.92,"PC","1971",1800000,6.25527250510331
"62039","Ghana",1.2,7.92,"T2","1971",1700000,6.23044892137827
"62067","Guatemala",90.16,15.48,"OUSAID","1971",14200000,7.15228834438306
"62068","Guatemala",90.16,15.48,"PC","1971",5e+05,5.69897000433602
"62071","Guatemala",90.16,15.48,"T2","1971",2e+06,6.30102999566398
"62083","Guinea",-146.86,-6.12,"OUSAID","1971",1e+05,5
"62084","Guinea",-146.86,-6.12,"PC","1971",7e+05,5.84509804001426
"62086","Guinea",-146.86,-6.12,"T1","1971",9e+06,6.95424250943933
"62087","Guinea",-146.86,-6.12,"T2","1971",2700000,6.43136376415899
"62111","Guyana",59.05,5.1,"OUSAID","1971",1200000,6.07918124604763
"62112","Guyana",59.05,5.1,"PC","1971",1e+05,5
"62114","Guyana",59.05,5.1,"T1","1971",3e+05,5.47712125471966
"62115","Guyana",59.05,5.1,"T2","1971",4e+05,5.60205999132796
"62120","Haiti",72.44,19.09,"ESFSS","1971",2800000,6.44715803134222
"62132","Haiti",72.44,19.09,"T2","1971",1500000,6.17609125905568
"62148","Honduras",86.27,14.97,"OUSAID","1971",5200000,6.7160033436348
"62149","Honduras",86.27,14.97,"PC","1971",8e+05,5.90308998699194
"62152","Honduras",86.27,14.97,"T2","1971",1200000,6.07918124604763
"62166","Iceland",18.96,64.93,"T1","1971",8e+05,5.90308998699194
"62179","India",-79.14,22.67,"OUSAID","1971",205900000,8.31365634661803
"62181","India",-79.14,22.67,"PC","1971",3800000,6.57978359661681
"62183","India",-79.14,22.67,"T1","1971",156100000,8.19340290306242
"62184","India",-79.14,22.67,"T2","1971",78600000,7.89542254603941
"62192","Indonesia",-119.52,-2.96,"IP","1971",1e+06,6
"62199","Indonesia",-119.52,-2.96,"OUSAID","1971",78500000,7.89486965674525
"62203","Indonesia",-119.52,-2.96,"T1","1971",87800000,7.9434945159061
"62204","Indonesia",-119.52,-2.96,"T2","1971",9800000,6.9912260756925
"62212","Iran",-54.29,32.5,"PC","1971",1200000,6.07918124604763
"62229","Iraq",-43.8,33.04,"T2","1971",2500000,6.39794000867204
"62244","Israel",-34.82,31.61,"T1","1971",55500000,7.74429298312268
"62245","Israel",-34.82,31.61,"T2","1971",3e+05,5.47712125471966
"62263","Jamaica",77.36,18.24,"OUSAID","1971",20900000,7.32014628611105
"62264","Jamaica",77.36,18.24,"PC","1971",1100000,6.04139268515823
"62267","Jamaica",77.36,18.24,"T2","1971",1100000,6.04139268515823
"62277","Jordan",-36.38,31.21,"ESFSS","1971",5e+06,6.69897000433602
"62285","Jordan",-36.38,31.21,"OUSAID","1971",1e+06,6
"62289","Jordan",-36.38,31.21,"T1","1971",1200000,6.07918124604763
"62290","Jordan",-36.38,31.21,"T2","1971",9600000,6.98227123303957
"62318","Kenya",-37.88,0.51,"OUSAID","1971",2100000,6.32221929473392
"62320","Kenya",-37.88,0.51,"PC","1971",1700000,6.23044892137827
"62323","Kenya",-37.88,0.51,"T2","1971",1400000,6.14612803567824
"62341","Korea_South",-127.51,36.1,"OUSAID","1971",60600000,7.78247262416629
"62343","Korea_South",-127.51,36.1,"PC","1971",1900000,6.27875360095283
"62344","Korea_South",-127.51,36.1,"T1","1971",87900000,7.94398887507377
"62345","Korea_South",-127.51,36.1,"T2","1971",19500000,7.29003461136252
"62380","Laos",-103.36,19.07,"ESFSS","1971",41400000,7.6170003411209
"62388","Laos",-103.36,19.07,"OUSAID","1971",7500000,6.8750612633917
"62391","Laos",-103.36,19.07,"T2","1971",6e+05,5.77815125038364
"62398","Latin_America_and_Caribbean_not_specified",78.8,1.8,"IP","1971",5e+06,6.69897000433602
"62403","Latin_America_and_Caribbean_not_specified",78.8,1.8,"OAGP","1971",4e+05,5.60205999132796
"62405","Latin_America_and_Caribbean_not_specified",78.8,1.8,"OUSAID","1971",33200000,7.52113808370404
"62407","Latin_America_and_Caribbean_not_specified",78.8,1.8,"PC","1971",1700000,6.23044892137827
"62434","Lebanon",-35.81,33.95,"T2","1971",3e+05,5.47712125471966
"62445","Lesotho",-28.25,-29.58,"OUSAID","1971",1000,3
"62446","Lesotho",-28.25,-29.58,"PC","1971",2e+05,5.30102999566398
"62448","Lesotho",-28.25,-29.58,"T2","1971",2e+06,6.30102999566398
"62463","Liberia",9.32,6.41,"OUSAID","1971",5500000,6.74036268949424
"62464","Liberia",9.32,6.41,"PC","1971",2e+06,6.30102999566398
"62467","Liberia",9.32,6.41,"T2","1971",5e+05,5.69897000433602
"62514","Madagascar",-46.7,-19.27,"OUSAID","1971",1e+05,5
"62519","Madagascar",-46.7,-19.27,"T2","1971",5e+05,5.69897000433602
"62533","Malawi",-33.75,-13.35,"OUSAID","1971",1e+05,5
"62534","Malawi",-33.75,-13.35,"PC","1971",4e+05,5.60205999132796
"62537","Malawi",-33.75,-13.35,"T2","1971",1e+05,5
"62547","Malaysia",-102.24,4.4,"PC","1971",2600000,6.41497334797082
"62548","Malaysia",-102.24,4.4,"T2","1971",1e+06,6
"62567","Mali",3.53,17.36,"OUSAID","1971",1e+05,5
"62568","Mali",3.53,17.36,"PC","1971",2e+05,5.30102999566398
"62571","Mali",3.53,17.36,"T2","1971",3600000,6.55630250076729
"62578","Malta",-14.38,35.93,"PC","1971",1000,3
"62579","Malta",-14.38,35.93,"T2","1971",2e+05,5.30102999566398
"62592","Mauritania",10.36,20.26,"OUSAID","1971",1000,3
"62596","Mauritania",10.36,20.26,"T2","1971",1800000,6.25527250510331
"62604","Mauritius",-57.59,-20.22,"OUSAID","1971",1e+05,5
"62605","Mauritius",-57.59,-20.22,"PC","1971",1e+05,5
"62608","Mauritius",-57.59,-20.22,"T2","1971",1800000,6.25527250510331
"62640","Middle_East_and_North_Africa_not_specified",-36.57,28.39,"OUSAID","1971",4300000,6.63346845557959
"62642","Middle_East_and_North_Africa_not_specified",-36.57,28.39,"PC","1971",3e+05,5.47712125471966
"62643","Middle_East_and_North_Africa_not_specified",-36.57,28.39,"T2","1971",28600000,7.45636603312904
"62690","Morocco",6.35,31.89,"OUSAID","1971",12300000,7.0899051114394
"62691","Morocco",6.35,31.89,"PC","1971",9e+05,5.95424250943933
"62693","Morocco",6.35,31.89,"T1","1971",17500000,7.24303804868629
"62694","Morocco",6.35,31.89,"T2","1971",2.2e+07,7.34242268082221
"62740","Nepal",-83.93,28.26,"OUSAID","1971",2600000,6.41497334797082
"62742","Nepal",-83.93,28.26,"PC","1971",1200000,6.07918124604763
"62744","Nepal",-83.93,28.26,"T1","1971",8100000,6.90848501887865
"62745","Nepal",-83.93,28.26,"T2","1971",6e+05,5.77815125038364
"62768","Nicaragua",84.92,12.9,"OUSAID","1971",12500000,7.09691001300806
"62769","Nicaragua",84.92,12.9,"PC","1971",4e+05,5.60205999132796
"62772","Nicaragua",84.92,12.9,"T2","1971",3e+05,5.47712125471966
"62784","Niger",-9.4,17.42,"OUSAID","1971",1e+05,5
"62785","Niger",-9.4,17.42,"PC","1971",7e+05,5.84509804001426
"62788","Niger",-9.4,17.42,"T2","1971",6e+05,5.77815125038364
"62792","Nigeria",-8.08,9.56,"ESFSS","1971",18200000,7.26007138798508
"62801","Nigeria",-8.08,9.56,"OUSAID","1971",14400000,7.15836249209525
"62802","Nigeria",-8.08,9.56,"PC","1971",1e+05,5
"62804","Nigeria",-8.08,9.56,"T2","1971",4400000,6.64345267648619
"62813","Oceania_not_specified",-130.84,-12.47,"IP","1971",51900000,7.71516735784846
"62816","Oceania_not_specified",-130.84,-12.47,"PC","1971",3e+06,6.47712125471966
"62840","Pakistan",-68.76,29.32,"OUSAID","1971",7100000,6.85125834871908
"62844","Pakistan",-68.76,29.32,"T1","1971",76500000,7.88366143515362
"62845","Pakistan",-68.76,29.32,"T2","1971",24300000,7.38560627359831
"62854","Panama",80.41,8.6,"IP","1971",4700000,6.67209785793572
"62860","Panama",80.41,8.6,"OUSAID","1971",11100000,7.04532297878666
"62861","Panama",80.41,8.6,"PC","1971",5e+05,5.69897000433602
"62864","Panama",80.41,8.6,"T2","1971",6e+05,5.77815125038364
"62887","Paraguay",58.39,-23.24,"OUSAID","1971",6900000,6.83884909073726
"62888","Paraguay",58.39,-23.24,"PC","1971",4e+05,5.60205999132796
"62889","Paraguay",58.39,-23.24,"T1","1971",4200000,6.6232492903979
"62890","Paraguay",58.39,-23.24,"T2","1971",1100000,6.04139268515823
"62904","Peru",75.11,-9.21,"OUSAID","1971",6900000,6.83884909073726
"62906","Peru",75.11,-9.21,"PC","1971",1400000,6.14612803567824
"62909","Peru",75.11,-9.21,"T2","1971",6900000,6.83884909073726
"62923","Philippines",-122.71,12.02,"OUSAID","1971",11100000,7.04532297878666
"62925","Philippines",-122.71,12.02,"PC","1971",2e+06,6.30102999566398
"62927","Philippines",-122.71,12.02,"T1","1971",20300000,7.30749603791321
"62928","Philippines",-122.71,12.02,"T2","1971",7100000,6.85125834871908
"62964","Romania",-25.01,45.84,"T2","1971",7600000,6.88081359228079
"62994","Rwanda",-29.92,-2,"OUSAID","1971",1000,3
"62997","Rwanda",-29.92,-2,"T2","1971",6e+05,5.77815125038364
"63001","Samoa",-172.89,-13.49,"PC","1971",4e+05,5.60205999132796
"63034","Senegal",14.6,14.9,"OUSAID","1971",1000,3
"63035","Senegal",14.6,14.9,"PC","1971",6e+05,5.77815125038364
"63038","Senegal",14.6,14.9,"T2","1971",2600000,6.41497334797082
"63069","Seychelles",-54.56,-5.42,"T2","1971",1e+05,5
"63081","Sierra_Leone",11.84,8.52,"OUSAID","1971",1e+05,5
"63082","Sierra_Leone",11.84,8.52,"PC","1971",1300000,6.11394335230684
"63084","Sierra_Leone",11.84,8.52,"T1","1971",2e+05,5.30102999566398
"63085","Sierra_Leone",11.84,8.52,"T2","1971",1200000,6.07918124604763
"63089","Singapore",-103.82,1.32,"T2","1971",2e+05,5.30102999566398
